image_path,original_label,crop_health,crop
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_093842.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_093844.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_093847.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_093852.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_093855.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_093857.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_093901.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_093906.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_093910.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_093916.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_093918.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_093924.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_093929.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_093934.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_093938.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_093940.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_093945.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_093948.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_093950.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_093955.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094000.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094004.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094007.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094018.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094021.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094025.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094027.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094030.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094034.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094038.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094041.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094043.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094044.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094046.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094048.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094049.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094051.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094054.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094101(0).jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094101.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094103.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094106.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094108.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094111.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094116.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094121.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094122.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094128.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094131.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094134.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094137.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094140.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094145.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094149.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094152.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094154.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094159.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094201.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094209.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094213.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094218.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094223.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094233.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094235.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094238.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094242.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094245.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094248.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094251.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094255.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094258.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094301.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094305.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094307.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094318.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094321.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094326.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094330.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094334.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094339.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094344.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094348.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094354.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094357.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094404.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094407.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094410.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094415.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094420.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094425.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094429.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094433.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094436.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094441.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094443.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094445.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094448.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094450.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094452.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094454.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094458.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094500.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094502.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094504.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094509.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094511.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094516.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094518.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094521.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094524.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094526.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094528.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094529.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094531.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094533.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094535.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094538.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094543.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094545.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094546.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094548.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094550.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094552.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094554.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094558.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094602.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094606.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094608.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094610.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094615.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094621.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094626.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094630.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094631.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094635.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094637.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094639.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094641.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094646.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094650.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094654.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094657.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094703.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094708.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094711.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094716.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094720.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094722.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094728.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094731.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094737.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094740.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094743.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094749.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094750.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094756.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094803.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094805.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094807.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094808.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094811.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094812.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094816.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094817.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094819.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094822.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094826.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094828.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094833.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094836.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094839.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094843.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094849.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094850.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094853.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094857(0).jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094857.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094859.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094904.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094906.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094907.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094909.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094917.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094919.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094921.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094925.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094927.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094930.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094935.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094939.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094940.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094942.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094950.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_094958.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095001.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095015.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095024.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095029.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095032.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095034.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095038.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095040.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095043.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095045.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095055.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095058.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095108.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095110.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095115.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095118.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095120.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095121.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095123.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095127.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095129.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095134.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095136.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095140.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095146.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095153.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095155.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095158.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095200.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095207.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095211.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095213.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095216.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095221.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095224.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095228.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095229.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095231.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095237.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095241.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095246.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095249.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095255.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095259.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095302.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095305.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095309.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095313.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095315.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095321.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095324.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095328.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095334.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095337.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095339.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095342.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095345.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095347.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095349.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095351.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095353.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095357.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095359.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095403.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095404.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095414.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095418.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095423.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095424.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095426.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095428.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095431.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095434.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095437.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095440.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095444.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095450.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095452.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095455.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095458.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095500.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095503.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095505.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095506.jpg,Infected,High_Risk,maize
D:\Download1\archive (1)\Corn Disease detection\Infected\20200701_095516.jpg,Infected,High_Risk,maize
